"url","user_name","user_id","ip_location","user_desc","follow","fans","likes"
"https://www.xiaohongshu.com/user/profile/630d85af000000001200f868","IDEAFUSION物料灵感","5361939417","广东","材料特性 | 低碳趋势｜设计探索｜
不间断分享超多新奇、环保的物料灵感

更多室内设计概念册灵感，关注@IDEAFUSION设计灵感
更多室内设计专业知识，关注@IDEAFUSION兆材云库","10+","1W+","10W+"
"https://www.xiaohongshu.com/user/profile/622829cc0000000010006b1b","CO2消失树","4703309719","美国","Leave the Earth better than we found it.","10+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5faff69d0000000001000f5b","零碳喵本喵","1043409558","上海","ฅ(=ʘⰙʘ=)
来自2050年 
期待和你一起探索低碳生活新发现","3","10+","100+"
"https://www.xiaohongshu.com/user/profile/63f724e9000000000f010805","与Sandro和Andro一起成长","8986730284","加拿大","关于Vince♏️:宇宙条前产品🐶|新手奶爸🍼|大龄🇨🇦新移民
关于Sandro和Andro: ♊混血双胞胎兄弟
👨‍👦‍👦生活记录📸和分享🎏
🍼奶爸个人空间@Mars的博物馆","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/659cb68f00000000220047ee","小勇者科技","8286501545","北京","🙏：感恩遇见，承蒙关照。
💞：专注礼品定制13年，专属定制，保护环境，造福人民。
💝：只要你要，只要我有，尽我所能，倾我所有。
🌹：世界环境日，六五环境日宣传品，礼品定制","1","100+","1K+"
"https://www.xiaohongshu.com/user/profile/60f4499b000000000101db34","HYF","2673993257","中国香港","ENFJ 
Urban Planning → Urban Analysis
学习笔记 📖","10+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/60e847d10000000001003230","三江源协会","9546998414","云南","还没有简介","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/6522e45a000000002a035716","靓仔靓妹","9808246405","福建","走走看看很高兴认识你，多多交流","0","100+","1W+"
"https://www.xiaohongshu.com/user/profile/628df13f00000000210298d9","野生救援WildAid","5659146515","北京","非营利国际环保机构。通过“借传播来保护”模式，在世界范围内减少濒危野生动物及其制品贸易，加强海洋保护区执法和能力建设，减少海洋塑料污染，以及通过激励气候行动、促进消费端减排来应对气候变化。","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/630239200000000012003e5a","DP LAB东鹏创新实验室","1595805444","广东","可持续课题丨城市工厂丨材料创新丨人文美学","0","10+","100+"
"https://www.xiaohongshu.com/user/profile/649e3368000000002503412e","绿色与低碳经济GLCE","4351104037","美国","《绿色与低碳经济》（GLCE）致力于发表重要的原创研究以应对碳中和转型的经济挑战。该期刊旨在帮助读者从人及政策层面理解绿色和低碳经济，并提出可行的解决方案，以促进围绕绿色和低碳经济的跨学科对话。","1","10+","100+"
"https://www.xiaohongshu.com/user/profile/62aa0ef3000000001b0251df","在山里没信号的欧阳凯","5621919142","","自然保护摄影师 ｜ Explorers Club & iLCP会员
越野跑运动员 + 四川贡嘎环线最快速度记录
中国国家地理《野生生物视频年赛》最佳保护故事奖 x2
中国猫科动物保护联盟月捐人","100+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/6167d8ea000000000201da7f","Hohii GoodGoods","goodgoods","广东","✍️分享可持续灵感
🔆记录世界各地好物品
传递美好可持续生活方式@禾希有物 
咖啡渣再生探索@HOHII COFFEE
可持续礼品@可持续礼品 HohiiGifts","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/567a51d7b8ce1a3614b18ef3","Tretopa","111132484","","","10+","10+","1K+"
"https://www.xiaohongshu.com/user/profile/56e02fa4cb35fb071599c959","国家地理","103203829","中国澳门","美国国家地理中文版官方账号","10+","40W+","300W+"
"https://www.xiaohongshu.com/user/profile/59b87acf5e87e75b0e0a61d2","基石国际咨询","429841531","澳大利亚","最新留学咨询，海外生活介绍","8","100+","100+"
"https://www.xiaohongshu.com/user/profile/5d039a1500000000120300c9","波士顿 传达室","bostonapt01","美国","📝实时更新波士顿生活资讯
🥂吃喝玩乐行攻略应有尽有
🪑二手家具👗/新生👗/短租👗/转租👗
你的求学路上有我帮忙！👏","100+","100+","1W+"
"https://www.xiaohongshu.com/user/profile/5b1554ff4eacab029e191674","RyanZY","271643745","上海","🎓｜Stanford CEE
💼｜ESG咨询顾问
🌟｜记录生活 分享经验","100+","10+","100+"
"https://www.xiaohongshu.com/user/profile/557e6676a75c951b45bb8b36","Miss Learning Curve","600129756","","先儿和老粥的播客：Miss Learning Curve 
喜马拉雅，小宇宙，网易云等平台
华尔街投行总监+头部咨询总监
两个20年+的好友，现居纽约，来自上海
复旦，常春藤毕业，双双CFA持证人","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5ca27bfd000000001600cddd","Rupert","619052632","江苏","伦敦 BB research
分享英国工作｜生活｜留学","100+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5f40a387000000000100be65","早睡早起每一天","768226111","北京","做个有趣的人/2024毕业顺利 全力冲刺ing","1K+","1W+","10W+"
"https://www.xiaohongshu.com/user/profile/5fced37c0000000001000cbe","北斗大地理","1066657580","山东","北京天域北斗文化科技集团
🙌22年深耕大地理领域
☘️研发高科技地球仪
😎地图地理教辅产品
✨0-14岁童书出版、发行
❤️想带你一起看世界","7","1W+","10W+"
"https://www.xiaohongshu.com/user/profile/64d3d011000000001c029980","科普小强","2053416408","陕西","喜欢科普，做大家喜欢的科普内容","8","10+","100+"
"https://www.xiaohongshu.com/user/profile/5bb83c1794605e000140ff4f","爱可视化的简女士","154436502","浙江","🌝数据故事分享者 | 撸🐱生活的随机分享🐱
☃️有趣的故事｜有价值的信息｜有料的设计
🐸数据内容、数据可视化咨询，具体可以戳我哦","100+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/64b19afe000000002a034b29","ESG字母汤","9773022361","英国","ESG项目实习生🌱
Everything ESG，可持续发展，低碳🌾
私信不常看 
📮esgsoup@gmail.com","1","10+","100+"
"https://www.xiaohongshu.com/user/profile/63edc911000000000f013f51","Klein瓶","2263597491","广东","🫙 Klein瓶｜寻找可持续性答案
🧩 克莱因瓶永远装不满，但倒进克莱因瓶的水却一直在流动。
📮 KleinWell@outlook.com","10+","10+","100+"
"https://www.xiaohongshu.com/user/profile/6227456400000000100083a3","咖啡狂魔Alex","4705108775","美国","🥰专注留学分享的小姐姐一枚吖
🧩ENFP快乐修狗🐶🌻
🙌留学｜生活｜美食｜好物分享
✨欢迎私信聊天~","10+","1K+","50W+"
"https://www.xiaohongshu.com/user/profile/5cfd816a00000000060271cd","山迪迪Sandy🦖","Sandy_33D","四川","人间清醒普通人 淋过雨 想为你撑伞
灵性成长|能量加油站 |情感内核 |职场避坑
ENFP-A日处月狮 ⚠️凡抄袭洗稿者 全平台追究到底
搬运注明出处·不定期直播@山迪迪Sandy高能量😇","100+","1W+","90W+"
"https://www.xiaohongshu.com/user/profile/59f97888e8ac2b3dc4b8b6b1","ww🥜","Lucille11825","浙江","warm and wise","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5ddda0840000000001004af8","graceanni","794557075","","探索可持续","10+","10+","1K+"
"https://www.xiaohongshu.com/user/profile/5a8bb2ac4eacab3c44ff5ce4","陈六月Fernweh🍊","272542083","新加坡","ESG搬砖人💚🧱","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5ff8fc230000000001008d79","我是Neo哥","1180144990","北京","985/211硕士，混迹过多行业头部外企、国企咨询方向和企业内部管理方向环保可持续ESG圈，分享职场和生活感悟","1K+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/60792ee5000000000100994b","角马拾野","4281051042","四川","“让环保更贴近青年”
成都青年环保公益，参与人数10000+，欢迎爱地球的你。
城市环保徒步| 山林无痕拾野| 流浪动物救助|乡村助学","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5fd1ef32000000000101c599","未来的简单生活","1012404162","天津","创意灵感分享，丰富心灵好物！","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/61b042a80000000021025fae","燕赵读者","6942700373","河北","见闻我评拍
舞者舞蹈悟道
平淡生活调味集
原生态，自然拍，拍自然！本人所拍所有视频，闭上一只眼看，立体呈现，效果更好！","1W+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5f1c1c2b0000000001003f0b","orcharlee","orcharlee","新加坡","喜欢的很简单 就是做个勇敢的人","100+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5f5de4330000000001000177","豆花口味儿","244322737","马来西亚","","100+","10+","100+"
"https://www.xiaohongshu.com/user/profile/613208e1000000000202256f","再生星球","RebirthPlanet","英国","♻️分享我的可持续生活
🌳自然｜环保｜健康
📍上海/伦敦/或某个小角落","10+","1W+","50W+"
"https://www.xiaohongshu.com/user/profile/642d5a58000000001a02195c","Tracy","9712322377","上海","怎么选都是人生 万种生活 一路生万巷
【读书分享】 【干货分享】【英语提升】【日常分享】","10+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/59add2015e87e756e0099076","刘佳玉玉_Jiayu🌼","956486076","北京","🌊这是一位勤勤恳恳奋战在新媒体艺术第一线的创作者🌸","9","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/5c3ae37b000000000701d841","懂碳中和的灵灵","509768605","澳大利亚","某厂碳中和媒体营销人 
碳圈新鲜事
每日全球碳闻 | 碳价| 碳标
💌合作联系carbongpt@yeah.net","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/55d4af14e4b1cf714df87c6c","六一同学","114211612","","在澳🇦🇺国家公派留学生
非典型博士研究生","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5a1abedce8ac2b0c6ab44263","查理看世界","497175605","北京","用地图解读世界
商务合作请私信","100+","1W+","30W+"
"https://www.xiaohongshu.com/user/profile/619a351f0000000010009a6c","和勤咨询","6377320729","广东","致力于打造为企业及资本市场人士提供ESG资讯、ESG实践案例及法规解读的专业平台","0","10+","1K+"
"https://www.xiaohongshu.com/user/profile/655afac8000000000802eb0b","ROCA STUDIO","ROCA_Studio","广东","还没有简介","3","100+","1K+"
"https://www.xiaohongshu.com/user/profile/602ce02d000000000101e684","CC的可持续生活","4278949919","山东","🌍可持续减碳人
👩🏻‍💻咨询民工
📄报告研究僧
🥥椰子鸡(ESG)烹饪大师🔗@ESG手记 
📮MHCINK@163.com","8","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/566533c1e00dd8764d6e8e50","Irrenethemoon","675998477","上海","拒了Northwestern IMC在陆家嘴做咨询民工
🧁‘Stressed’ is ‘desserts’ spelled backwards
📧ireneyazhang@163.com","100+","1W+","10W+"
"https://www.xiaohongshu.com/user/profile/63e46d8600000000260134e3","极地探索","5039751235","","极地专业科考供应商、研学供应商。通过与科学家共同参与极地科考，参与数据收集与气候变化行动。深度体验极地风光以及极地与人类社会关系。","4","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/62e632b8000000001f00727e","UXD交互服务设计研究室","1514545617","浙江","🔗链接全球设计名校资源
📑分享全球一线优秀设计
@UXD尤克斯设计创新学院
@UXD视觉创新设计学院 
咨询🉑私","5","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/64925d29000000001c0289a7","Chiu","5513655875","","👨🏻‍🔬in HKUST
HKU PhD | CESGA
Hydrol. | Biogeochem. | Sustain.| Mach learn
Wlcm CROSS-FIELD collab","10+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5a7f50e04eacab70364710fe","孟安妮边吃边说","277019737","美国","亚特兰大三坑少女，努力奋斗👩🏻‍💻
土木🐶潜水🧜🏻‍♀️
我们的征途是星辰大海✨","100+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5a46fb19b1da14598774e9a8","ESG沐融","Muro_ESG","上海","👩🏼‍💻ESG咨询项目经理｜曾就职于联合国
🎯分享专业ESG干货、求职和个人成长
💪已帮助超千人转行ESG
✈️欢迎询问个人成长/企业合作","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/6569b7ab000000001c018df9","牛津港碳 Oxford CO2 Talk","7548878375","中国香港","鍾芯豫 Natalie
牛津大學環境管理碩士(優等) ｜氣候變化｜ESG
TEDx 2023 講者 | Tatler GenT | Eco-Business A-List | Prestige","10+","100+","100+"
"https://www.xiaohongshu.com/user/profile/5dabce6400000000010015da","ESG小姐姐","879720707","上海","ESG+品牌
一些工作中的思考
带你了解真实的ESG","10+","10+","100+"
"https://www.xiaohongshu.com/user/profile/598971286a6a6950d1af576c","yukiwooo","262135660","湖北","✨野生插画师 | 媒体打工人
🪐ig  yukiwooo_
🍂签约视觉中国 | 站酷","1K+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/60a4054f00000000010082b6","Concept地球","9473233492","云南","俯瞰地球景观🌍
艺术与地理🖼️
服务或合作请私信📮","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5d2c37b6000000001001b179","源食生活","818416818","辽宁","源食生活——中国有机食品专业平台
平台三重标准：「安全」「自然」「本味」
本店铺持续上品中，敬请期待！","10+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/5f640fe00000000001007c51","滨州市普禾文化发展有限公","390974103","山东","卓越是一种习惯！","9","100+","100+"
"https://www.xiaohongshu.com/user/profile/5e26836a0000000001000123","88碳账户","572442980","浙江","🍑阿里巴巴88碳账户官方账号
📒分享多元化环保低碳内容/可持续生活
🌍让每次微小的行动，都成为低碳美好生活的有力贡献","10+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/6266140b000000001000b852","香港芭蕾舞团","HKBallet","中国香港","⭐香港芭蕾舞團官方帳號","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/61def75e000000001000f0f0","LEED在中国","1608306178","上海","LEED北亚区官方账号
LEED能源与环境设计先锋，是全球范围内被广泛应用的绿色建筑及城市认证体系
关注我们，定期获取：
优秀案例｜干货知识｜最新活动","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/622a15a80000000010008f9f","林大牛","2126424147","浙江","代理公司财务记账，公司注册，注销，代理汇算清缴，有意者私聊","100+","10+","100+"
"https://www.xiaohongshu.com/user/profile/60ae4693000000000101ff45","绿豆的灵感笔记","9410406667","北京","绿色和平官方小红书账号🌍🌱
我们是GREENPEACER绿豆，
我们爬树冲浪玩艺术，我们设计拍照耍周边，
搞环保的方式不止一种！","0","100+","100+"
"https://www.xiaohongshu.com/user/profile/62ab1533000000001902b859","论文山庄📖","1560878756","","📙定期推送能源|气候经济顶刊论文
📕Nature|Nature子刊|AER等
📝以过往之所见，造就未来所现","10+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/6576902d000000002002d877","四毛在加拿大","7934405212","加拿大","🌏看世界，赶潮流🌊，体验🇨🇦加拿大🇨🇦。","10+","10+","100+"
"https://www.xiaohongshu.com/user/profile/605086a10000000001009b2b","非著名知识产权官","gf111217","浙江","好好学习，天天向上。","100+","100+","1W+"
"https://www.xiaohongshu.com/user/profile/61eaa9b3000000001000a0fa","上海学生英文报","5299192274","上海","🙋🏻课代表@SSP英语课代表 
✍️作文 @SSP中高考英语作文 
📒首字母填空@SSP首字母填空 
🔴长难句@SSP英语长难句积累 
✅中高考词汇@SSP中高考词汇","5","1W+","1W+"
"https://www.xiaohongshu.com/user/profile/60fe8d230000000001004098","空气列车PPT","2749990096","山东","▫️持续审美输出 做有温度的设计
▫️🈲二改二传搬运
▫️定制 | 美化 | 设计
▫️模板获取传送👉@PPT【小助手】","2","100+","1K+"
"https://www.xiaohongshu.com/user/profile/60b4f5ea000000002002a8b1","pta植物联盟","9542406700","四川","还没有简介","2","10+","10+"
"https://www.xiaohongshu.com/user/profile/62be1e0b000000001b0264fb","Mr.John","1534057329","江苏","💪爱健身 💋爱纹身
🍜爱美食 🍶爱美酒
💖爱生活 🇨🇳@大叔
📬mrjohn_2023@qq.com","9","100+","1W+"
"https://www.xiaohongshu.com/user/profile/5a79e010e8ac2b6434723204","Yina .K","264510825","北京","USPA运动员🪂
PADI水肺潜学长🤿
PADI自由潜水员三🌟
SSI美人鱼教练🧜‍♀️
愿你和我一起去天空看星星          一起去探索海底美妙世界","10+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/61c68a73000000001000e4b4","毛娜摳胖霸肉拉汤皮","2805226290","加拿大","动物走来走去","10+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/60a3512e0000000001007810","就酱luna-爱学习","1137824398","湖南","90后，职场人🥰🥰wch66882023@163.com
本职：国内外学历提升规划师👩‍🎓🎓
兴趣：薅证，突破知识盲区📚🙇‍♀️
🥰有方向，在路上🥰","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5c677a63000000001201d446","豪杰玉雕 _林晨晨","BBj888","广东","我是工作室小助手 晨晨，关注我，看更多玉雕设计雕刻，感谢翠友们的支持，点赞。专业定制，喜欢什么样子都可以定制哦。","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5f0d9a52000000000101ce7d","碳小二","406870420","上海","双碳行业从业人员
定期分享：1⃣️行业双碳报告2⃣️双碳资讯3⃣️双碳最相关行业知识","100+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/643e40cf000000000e01f732","小智说合规","6153699031","北京","用法律帮助企业获得成功~","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/567e0bcccb35fb1880708a21","ESG每日学习💡","290582282","北京","🌈一键关注，掌握ESG动态，开启智慧投资之旅！🌈
每日分享最新、最热的ESG资讯、知识和研究，让你随时掌握ESG动态，洞悉市场先机。","10+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5df21f120000000001006128","九疑声","121705728","山西","北外高翻会议口译/catti二笔二口证书/雅思8.0/专四90/专八85/国家奖学金
📮ceciliacao0813@foxmail.com","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/625a6fdc00000000210263ed","👑拿满碳中和offer阿P","6066955654","广东","👑“拿满碳中和offer”
🌐双碳咨询 | 🇭🇰港三 | ♻️新能源&环境
©️碳管理 | 碳市场 | 新能源 | 绿色金融 | esg
📮面试/简历/行业交流","100+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/64bf8eb9000000001403e38d","Somnus","5574509073","安徽","❄️美景🌄日落🌎蓝色星球","5","10+","100+"
"https://www.xiaohongshu.com/user/profile/627204bc0000000021028b7a","曲奇追剧ing","5631340670","","❤️重度追剧｜电影｜综艺｜番剧爱好者
🎉持续更新中，关注不迷路
🧸固定栏目：片单分享…
🈲️抄袭搬运二改
合作邮箱：op23456@qq.com","10+","1K+","10W+"
"https://www.xiaohongshu.com/user/profile/5a4f38b2e8ac2b5fe1ba494a","哥大学姐Angel","951335728","日本","探讨青年职业发展，ESG，可持续♻️
世界经济论坛全球杰出青年🌍
曾前后任职于凤凰卫视、联合国
Angelwei726📣outlook.com","100+","1W+","20W+"
"https://www.xiaohongshu.com/user/profile/5d16a37b0000000010024550","小杨肖恩","933791215","","一个有着有趣的灵魂的普通高中生
b站：愤怒的阿欠","100+","1W+","1W+"
"https://www.xiaohongshu.com/user/profile/53edbaf6b4c4d65801ee0464","呜咔呜咔嘟嘟","299242962","上海","","100+","100+","100+"
"https://www.xiaohongshu.com/user/profile/608a68900000000001008078","TCL魏雪","9475169074","广东","TCL科技副总裁 
华萌基金创始人","1","1W+","1W+"
"https://www.xiaohongshu.com/user/profile/5f79e53a0000000001004929","万语真言","zwq_060509","广东","分享文学影视综合资讯
关注社会百态人情冷暖","1K+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/607e9ded0000000001003d64","碳中和金牌辅助-维度系列","weiduxilie","辽宁","辅助超400人入局碳中和
为4000+碳圈好友提供服务支持
东京大学博士 三家企业创始人
和我交流-小红书号","9","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5a0c3c37e8ac2b47b78580d2","Andy🍪🍪","497009201","广东","","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5bfb639a6f880b0001a3e457","AliceHo何超欣fans-club","AliceHo612FC","广东","","10+","1W+","1W+"
"https://www.xiaohongshu.com/user/profile/5a05a45b4eacab4db97c6170","Wakas 绿色星球","189327032","上海","我们是无所不能的ESG干货传输门🚪
💁🏻实时共享ESG最新资讯
💁🏻‍♀️拥有行业最全可持续发展报告
🙋🏻‍♀️及时分享ESG行业人才所需技能
🙋🏻ESG行业所需硬知识","10+","100+","100+"
"https://www.xiaohongshu.com/user/profile/5e353ded0000000001000bce","灵感来野作品集","touchingdesign","","UCL  MArch Urban Design 
RIBA TOP10 元宇宙城市设计得主
叙事性设计研究｜城市电影媒体实验室
灵感记录｜作品分享｜留学作品集辅导🙋🏻‍♂️
📕：东河也","10+","1K+","1W+"
